gene_symbol,Length,EffectiveLength,TPM,NumReads,type
GLB1,570,321,0.015761,1.507,WT
GLB1,591,342,3.051091,310.777,WT
GLB1,631,382,0.648962,73.833,WT
GLB1,569,320,1.788617,170.465,WT
GLB1,626,377,0.3618,40.623,WT
GLB1,557,308,5.43568,498.622,WT
GLB1,540,291,0.12291,10.652,WT
GLB1,558,309,0.373509,34.374,WT
PIK3CA,245,18.9,0,0,WT
PIK3CA,9259,9010,0.369767,992.249,WT
PIK3CA,620,371,0.18635,20.591,WT
PIK3CA,746,497,0.819242,121.265,WT
PDGFRA,2202,1953,0.010711,6.23,WT
PDGFRA,2417,2168,0.022723,14.672,WT
PDGFRA,580,331,0.137536,13.559,WT
PDGFRA,6378,6129,0.32454,592.414,WT
PDGFRA,2991,2742,0.006334,5.172,WT
PDGFRA,586,337,0.213788,21.458,WT
PDGFRA,771,522,0.013085,2.034,WT
PDGFRA,573,324,0,0,WT
PDGFRA,480,231,0.053432,3.676,WT
PDGFRA,1146,897,0.037979,10.146,WT
DCHS2,13354,13105,0.028178,109.978,WT
DCHS2,5064,4815,0.002804,4.021,WT
DCHS2,857,608,0,0,WT
DCHS2,569,320,0,0,WT
DCHS2,2109,1860,0,0,WT
TERT,2422,2173,0.001545,1,WT
TERT,4018,3769,0,0,WT
TERT,2992,2743,0,0,WT
TERT,3210,2961,0,0,WT
TERT,406,157,0,0,WT
IRX1,2080,1831,0.062348,34,WT
FOXD1,406,157,0.085545,4,WT
PCDHGA11,4787,4538,0.113231,153.037,WT
PCDHGA11,2263,2014,0,0,WT
TOB2P1,992,743,0.094899,21,WT
MICA,1370,1121,2.058609,687.301,WT
MICA,1005,756,0.030858,6.948,WT
BRD2,4956,4707,0.309709,434.176,WT
BRD2,735,486,0.044053,6.376,WT
BRD2,887,638,0,0,WT
BRD2,718,469,0,0,WT
BRD2,547,298,0,0,WT
BRD2,4807,4558,0.020213,27.439,WT
BRD2,550,301,0,0,WT
BRD2,3404,3155,0.025705,24.154,WT
BRD2,4834,4585,0.665385,908.615,WT
BRD2,2338,2089,2.379389,1480.373,WT
BRD2,3467,3218,0.00667,6.393,WT
BRD2,3210,2961,0.656473,578.925,WT
BRD2,3210,2961,0.656473,578.925,WT
BRD2,1590,1341,0.539491,215.467,WT
BRD2,565,316,0.376113,35.398,WT
BRD2,667,418,0,0,WT
BRD2,946,697,0.739365,153.483,WT
BRD2,1628,1379,0.293866,120.693,WT
BRD2,759,510,2.729461,414.586,WT
EGFR,9905,9656,1.409294,4052.903,WT
EGFR,3844,3595,0.044081,47.198,WT
EGFR,2239,1990,0.057073,33.826,WT
EGFR,5464,5215,0,0,WT
EGFR,2864,2615,0.02378,18.521,WT
EGFR,1570,1321,0,0,WT
EGFR,452,203,0.073801,4.462,WT
EGFR,561,312,0.026493,2.462,WT
EGFR,691,442,0.112408,14.797,WT
EGFR,665,416,0.043945,5.445,WT
TRIM4,639,390,0.639639,74.296,WT
TRIM4,3383,3134,0,0,WT
TRIM4,3374,3125,0.889238,827.628,WT
TRIM4,1942,1693,0.390358,196.828,WT
TRIM4,601,352,0.164516,17.247,WT
EZH2,3641,3392,0.151729,153.282,WT
EZH2,2522,2273,0,0,WT
EZH2,2591,2342,0.852766,594.818,WT
EZH2,2477,2228,0.05261,34.91,WT
EZH2,2639,2390,0.034424,24.504,WT
EZH2,2572,2323,0.176371,122.023,WT
EZH2,2466,2217,0.318662,210.408,WT
EZH2,414,165,0.422301,20.753,WT
EZH2,1876,1627,0.062418,30.246,WT
EZH2,1491,1242,0.081253,30.056,WT
ZFPM2,4961,4712,0.086398,121.249,WT
ZFPM2,3960,3711,0,0,WT
ZFPM2,594,345,0,0,WT
ZFPM2,574,325,0,0,WT
ZFPM2,1582,1333,0.013779,5.47,WT
ZFPM2,468,219,0.03614,2.357,WT
ZFPM2,3300,3051,0,0,WT
ZFPM2,3312,3063,0.045956,41.923,WT
CDKN2A,1218,969,1.371111,395.698,WT
CDKN2A,1283,1034,0.253277,77.998,WT
CDKN2A,666,417,0,0,WT
CDKN2A,678,429,3.398535,434.226,WT
CDKN2A,748,499,1.01227,150.44,WT
CDKN2A,880,631,0.058371,10.97,WT
CDKN2A,926,677,0.125087,25.221,WT
CDKN2A,794,545,0.055201,8.96,WT
CDKN2A,989,740,0,0,WT
CDKN2A,544,295,0,0,WT
CDKN2A,442,193,0.104382,6,WT
CDKN2A,493,244,0,0,WT
CDKN2A,565,316,0.207053,19.487,WT
CDKN2A,856,607,0.243387,44,WT
ADARB2,8475,8226,0,0,WT
ADARB2,1810,1561,0,0,WT
ADARB2,768,519,0,0,WT
ADARB2,599,350,0,0,WT
ADARB2,703,454,0,0,WT
ADARB2,683,434,0,0,WT
ADARB2,1741,1492,0,0,WT
PTEN,8515,8266,1.20975,2978.231,WT
PTEN,477,228,0.353435,24,WT
PTEN,383,134,1.167273,46.585,WT
PTEN,554,305,2.232393,202.786,WT
PTEN,644,395,2.775227,326.485,WT
MGMT,1265,1016,1.422758,430.519,WT
MGMT,589,340,0.013257,1.342,WT
MGMT,959,710,0.109067,23.063,WT
MGMT,776,527,0.006957,1.092,WT
ALG5,1219,970,1.915966,553.512,WT
ALG5,1119,870,0.085955,22.272,WT
ALG5,565,316,0.16106,15.158,WT
ALG5,687,438,0.083742,10.924,WT
ALG5,756,507,0.073738,11.134,WT
RB1,4793,4544,2.350603,3181.155,WT
RB1,1490,1241,0.120988,44.718,WT
RB1,480,231,0,0,WT
RB1,617,368,0.040928,4.486,WT
RB1,658,409,2.107746,256.749,WT
RB1,1097,848,1.507314,380.686,WT
TP53,1018,769,0,0,WT
TP53,1152,903,0,0,WT
TP53,2331,2082,0,0,WT
TP53,2404,2155,0,0,WT
TP53,2271,2022,0.028208,16.987,WT
TP53,2579,2330,0.50641099999999994,351.42,WT
TP53,2580,2331,0,0,WT
TP53,2653,2404,0.010079,7.216,WT
TP53,2506,2257,0.010556,7.096,WT
TP53,175,7.624,3.588548,8.148,WT
TP53,729,480,0.218426,31.226,WT
TP53,546,297,0,0,WT
TP53,104,4.593,0,0,WT
TP53,1261,1012,0.025368,7.646,WT
TP53,634,385,0,0,WT
TP53,568,319,0.42497,40.375,WT
TP53,565,316,0,0,WT
ATRX,11167,10918,0.139592,453.91,WT
ATRX,10218,9969,1.730281,5137.306,WT
ATRX,10455,10206,0.110891,337.068,WT
ATRX,408,159,0.287199,13.6,WT
ATRX,814,565,0.097439,16.396,WT
ATRX,461,212,0.269556,17.02,WT
ATRX,2967,2718,0.480503,388.967,WT
CDC42,2274,2025,0.734066,74.205,WT
CDC42,2256,2007,7.077216,709.061,WT
CDC42,816,567,2.1374,60.498,WT
CDC42,1435,1186,0.34273,20.291,WT
CDC42,597,348,5.510935,95.737,WT
BRINP3,3128,2879,0.320647,46.083,WT
BRINP3,238,16.802,0,0,WT
BRINP3,528,279,0.645144,8.985,WT
OSR1,1906,1657,0,0,WT
OSR1,4171,3922,0.005108,1,WT
OSR1,581,332,0,0,WT
IDH1,2382,2133,3.155775,336.024,WT
IDH1,2298,2049,0,0,WT
IDH1,2441,2192,0,0,WT
IDH1,1044,795,0.45095,17.897,WT
IDH1,942,693,0,0,WT
IDH1,1614,1365,0.524304,35.726,WT
IDH1,702,453,0.119921,2.712,WT
IDH1,563,314,0,0,WT
IDH1,556,307,0.498582,7.641,WT
GLB1,2512,2263,0,0,WT
GLB1,2523,2274,0.837344,95.054,WT
GLB1,2018,1769,0,0,WT
GLB1,816,567,0.680127,19.251,WT
GLB1,899,650,0.11507,3.734,WT
GLB1,517,268,0,0,WT
GLB1,577,328,0.215016,3.521,WT
GLB1,547,298,0.763543,11.359,WT
GLB1,550,301,0,0,WT
GLB1,319,70.21,1.086684,3.809,WT
GLB1,257,23.433,2.564646,3,WT
GLB1,570,321,0,0,WT
GLB1,591,342,0,0,WT
GLB1,631,382,0.998753,19.046,WT
GLB1,569,320,0,0,WT
GLB1,626,377,0,0,WT
GLB1,557,308,1.528877,23.507,WT
GLB1,540,291,0,0,WT
GLB1,558,309,0.091161,1.406,WT
PIK3CA,245,18.9,0,0,WT
PIK3CA,9259,9010,2.236192,1005.791,WT
PIK3CA,620,371,3.742629,69.315,WT
PIK3CA,746,497,2.074578,51.471,WT
PDGFRA,2202,1953,0.456306,44.487,WT
PDGFRA,2417,2168,0.332069,35.939,WT
PDGFRA,580,331,0.207371,3.426,WT
PDGFRA,6378,6129,3.727332,1140.411,WT
PDGFRA,2991,2742,0.076229,10.434,WT
PDGFRA,586,337,3.306169,55.62,WT
PDGFRA,771,522,0.180845,4.712,WT
PDGFRA,573,324,0,0,WT
PDGFRA,480,231,0.402986,4.647,WT
PDGFRA,1146,897,0.448825,20.098,WT
DCHS2,13354,13105,0.157444,103,WT
DCHS2,5064,4815,0,0,WT
DCHS2,857,608,0,0,WT
DCHS2,569,320,0,0,WT
DCHS2,2109,1860,0,0,WT
TERT,2422,2173,0,0,WT
TERT,4018,3769,0,0,WT
TERT,2992,2743,0.007303,1,WT
TERT,3210,2961,0,0,WT
TERT,406,157,0.127593,1,WT
IRX1,2080,1831,0.83148,76,WT
FOXD1,406,157,0.255186,2,WT
PCDHGA11,4787,4538,0,0,WT
PCDHGA11,2263,2014,1.744067,175.346,WT
TOB2P1,992,743,0.161767,6,WT
MICA,1370,1121,0.139644,7.815,WT
MICA,1005,756,0,0,WT
BRD2,4956,4707,0.545723,128.23,WT
BRD2,735,486,0.269472,6.538,WT
BRD2,887,638,1.72732,55.013,WT
BRD2,718,469,0,0,WT
BRD2,547,298,1.667235,24.802,WT
BRD2,4807,4558,0,0,WT
BRD2,550,301,0,0,WT
BRD2,3404,3155,0.043706,6.884,WT
BRD2,4834,4585,1.241075,284.061,WT
BRD2,2338,2089,3.871943,403.777,WT
BRD2,3467,3218,0,0,WT
BRD2,3210,2961,0,0,WT
BRD2,3210,2961,0,0,WT
BRD2,1590,1341,0.970947,64.998,WT
BRD2,565,316,0,0,WT
BRD2,667,418,2.799278,58.411,WT
BRD2,946,697,5.723007,199.127,WT
BRD2,1628,1379,0.971515,66.879,WT
BRD2,759,510,8.023894,204.281,WT
EGFR,9905,9656,15.313845,7381.679,WT
EGFR,3844,3595,0.343518,61.648,WT
EGFR,2239,1990,0.272132,27.034,WT
EGFR,5464,5215,0,0,WT
EGFR,2864,2615,0.749774,97.876,WT
EGFR,1570,1321,0.677759,44.694,WT
EGFR,452,203,2.184059,22.133,WT
EGFR,561,312,1.553015,24.188,WT
EGFR,691,442,2.492296,54.991,WT
EGFR,665,416,1.314974,27.308,WT
TRIM4,639,390,4.632366,90.186,WT
TRIM4,3383,3134,0,0,WT
TRIM4,3374,3125,1.753879,273.605,WT
TRIM4,1942,1693,1.37915,116.558,WT
TRIM4,601,352,1.118321,19.651,WT
EZH2,3641,3392,0.298783,50.592,WT
EZH2,2522,2273,0,0,WT
EZH2,2591,2342,0,0,WT
EZH2,2477,2228,0,0,WT
EZH2,2639,2390,0,0,WT
EZH2,2572,2323,0.089705,10.403,WT
EZH2,2466,2217,0.192451,21.299,WT
EZH2,414,165,0.752022,6.194,WT
EZH2,1876,1627,0.128331,10.423,WT
EZH2,1491,1242,0.146593,9.089,WT
ZFPM2,4961,4712,0.58745,138.181,WT
ZFPM2,3960,3711,0.098528,18.253,WT
ZFPM2,594,345,1.791017,30.846,WT
ZFPM2,574,325,0.478143,7.757,WT
ZFPM2,1582,1333,0.124785,8.304,WT
ZFPM2,468,219,2.015602,22.035,WT
ZFPM2,3300,3051,0.379482,57.797,WT
ZFPM2,3312,3063,0.044647,6.827,WT
CDKN2A,1218,969,0,0,WT
CDKN2A,1283,1034,0.144922,7.48,WT
CDKN2A,666,417,0,0,WT
CDKN2A,678,429,0,0,WT
CDKN2A,748,499,0,0,WT
CDKN2A,880,631,0.055383,1.745,WT
CDKN2A,926,677,0,0,WT
CDKN2A,794,545,0,0,WT
CDKN2A,989,740,0.11002,4.064,WT
CDKN2A,544,295,0,0,WT
CDKN2A,442,193,0.207586,2,WT
CDKN2A,493,244,0,0,WT
CDKN2A,565,316,0,0,WT
CDKN2A,856,607,0.254469,7.711,WT
ADARB2,8475,8226,0.415732,170.717,WT
ADARB2,1810,1561,0,0,WT
ADARB2,768,519,0.622035,16.116,WT
ADARB2,599,350,0,0,WT
ADARB2,703,454,0.08237,1.867,WT
ADARB2,683,434,0.484281,10.492,WT
ADARB2,1741,1492,0.185397,13.808,WT
PTEN,8515,8266,3.336964,1376.958,WT
PTEN,477,228,1.932921,22,WT
PTEN,383,134,3.764277,25.18,WT
PTEN,554,305,8.249232,125.599,WT
PTEN,644,395,8.433196,166.289,WT
MGMT,1265,1016,0.914548,46.385,WT
MGMT,589,340,0,0,WT
MGMT,959,710,0.36047,12.776,WT
MGMT,776,527,0.083447,2.195,WT
ALG5,1219,970,1.99163,96.439,WT
ALG5,1119,870,0,0,WT
ALG5,565,316,0.344205,5.43,WT
ALG5,687,438,0.117484,2.569,WT
ALG5,756,507,0.298791,7.562,WT
RB1,4793,4544,3.91067,887.081,WT
RB1,1490,1241,0.50208,31.104,WT
RB1,480,231,0,0,WT
RB1,617,368,0.084682,1.556,WT
RB1,658,409,1.73344,35.392,WT
RB1,1097,848,0.357405,15.13,WT
TP53,1018,769,0.04981,1.912,WT
TP53,1152,903,0.194692,8.776,WT
TP53,2331,2082,0,0,WT
TP53,2404,2155,0,0,WT
TP53,2271,2022,0.100586,10.153,WT
TP53,2579,2330,0.717072,83.405,WT
TP53,2580,2331,0,0,WT
TP53,2653,2404,0.011332,1.36,WT
TP53,2506,2257,0.021067,2.374,WT
TP53,175,7.624,0,0,WT
TP53,729,480,1.403573,33.632,WT
TP53,546,297,0,0,WT
TP53,104,4.593,0,0,WT
TP53,1261,1012,0.060992,3.081,WT
TP53,634,385,0.144319,2.774,WT
TP53,568,319,0,0,WT
TP53,565,316,0,0,WT
ATRX,11167,10918,0.751349,409.505,WT
ATRX,10218,9969,4.20213,2091.196,WT
ATRX,10455,10206,0.090665,46.192,WT
ATRX,408,159,2.600122,20.638,WT
ATRX,814,565,1.373896,38.75,WT
ATRX,461,212,1.081551,11.446,WT
ATRX,2967,2718,1.327583,180.129,WT
CDC42,2274,2025,0.128644,32.711,WT
CDC42,2256,2007,12.109574,3051.758,WT
CDC42,816,567,1.1385,81.057,WT
CDC42,1435,1186,0.568323,84.636,WT
CDC42,597,348,10.07852,440.403,WT
BRINP3,3128,2879,3.950731,1428.213,WT
BRINP3,238,16.802,3.924,8.279,WT
BRINP3,528,279,2.549773,89.326,WT
OSR1,1906,1657,0.13503,28.095,WT
OSR1,4171,3922,0.020113,9.905,WT
OSR1,581,332,0,0,WT
IDH1,2382,2133,8.662907,2320.216,WT
IDH1,2298,2049,0.264005,67.925,WT
IDH1,2441,2192,0.081588,22.457,WT
IDH1,1044,795,0.654089,65.295,WT
IDH1,942,693,0.283095,24.634,WT
IDH1,1614,1365,0.576721,98.849,WT
IDH1,702,453,0.115429,6.566,WT
IDH1,563,314,0,0,WT
IDH1,556,307,1.039175,40.059,WT
GLB1,2512,2263,0.332599,94.51,WT
GLB1,2523,2274,0.812955,232.13,WT
GLB1,2018,1769,0.429936,95.5,WT
GLB1,816,567,0.570821,40.64,WT
GLB1,899,650,0.16629,13.572,WT
GLB1,517,268,1.587769,53.431,WT
GLB1,577,328,0.280659,11.559,WT
GLB1,547,298,0.649618,24.308,WT
GLB1,550,301,0,0,WT
GLB1,319,70.21,0,0,WT
GLB1,257,23.433,1.019594,3,WT
GLB1,570,321,0.088453,3.565,WT
GLB1,591,342,0.617916,26.536,WT
GLB1,631,382,0,0,WT
GLB1,569,320,1.103234,44.329,WT
GLB1,626,377,0.073827,3.495,WT
GLB1,557,308,2.075301,80.261,WT
GLB1,540,291,0,0,WT
GLB1,558,309,0.034245,1.329,WT
PIK3CA,245,18.9,0,0,WT
PIK3CA,9259,9010,0.844048,954.918,WT
PIK3CA,620,371,0.486976,22.686,WT
PIK3CA,746,497,1.176462,73.419,WT
PDGFRA,2202,1953,1.108907,271.939,WT
PDGFRA,2417,2168,2.933204,798.501,WT
PDGFRA,580,331,3.786269,157.367,WT
PDGFRA,6378,6129,43.516591,33490.251,WT
PDGFRA,2991,2742,0.943425,324.824,WT
PDGFRA,586,337,18.981871,803.235,WT
PDGFRA,771,522,2.623899,171.985,WT
PDGFRA,573,324,0,0,WT
PDGFRA,480,231,1.91521,55.552,WT
PDGFRA,1146,897,1.045735,117.784,WT
DCHS2,13354,13105,0.087622,144.186,WT
DCHS2,5064,4815,0,0,WT
DCHS2,857,608,0.089249,6.814,WT
DCHS2,569,320,0,0,WT
DCHS2,2109,1860,0,0,WT
TERT,2422,2173,0,0,WT
TERT,4018,3769,0,0,WT
TERT,2992,2743,0,0,WT
TERT,3210,2961,0,0,WT
TERT,406,157,0,0,WT
IRX1,2080,1831,0.613277,141,WT
FOXD1,406,157,0.202902,4,WT
PCDHGA11,4787,4538,1.644742,937.208,WT
PCDHGA11,2263,2014,1.165764,294.811,WT
TOB2P1,992,743,0.37515,35,WT
MICA,1370,1121,0.325946,45.88,WT
MICA,1005,756,0,0,WT
BRD2,4956,4707,0.775744,458.497,WT
BRD2,735,486,0.313843,19.152,WT
BRD2,887,638,0,0,WT
BRD2,718,469,0.116389,6.854,WT
BRD2,547,298,0.524718,19.634,WT
BRD2,4807,4558,0,0,WT
BRD2,550,301,0,0,WT
BRD2,3404,3155,0.15159,60.054,WT
BRD2,4834,4585,1.718421,989.334,WT
BRD2,2338,2089,6.018148,1578.611,WT
BRD2,3467,3218,0,0,WT
BRD2,3210,2961,0.519442,193.13,WT
BRD2,3210,2961,0.519442,193.13,WT
BRD2,1590,1341,0.765765,128.943,WT
BRD2,565,316,1.246996,49.48,WT
BRD2,667,418,0,0,WT
BRD2,946,697,2.529029,221.34,WT
BRD2,1628,1379,0.697397,120.759,WT
BRD2,759,510,7.280204,466.216,WT
EGFR,9905,9656,0.472593,573.005,WT
EGFR,3844,3595,0,0,WT
EGFR,2239,1990,0,0,WT
EGFR,5464,5215,0,0,WT
EGFR,2864,2615,0.024758,8.129,WT
EGFR,1570,1321,0.034199,5.673,WT
EGFR,452,203,0.093009,2.371,WT
EGFR,561,312,0,0,WT
EGFR,691,442,0,0,WT
EGFR,665,416,0.054022,2.822,WT
TRIM4,639,390,1.454136,71.21,WT
TRIM4,3383,3134,0,0,WT
TRIM4,3374,3125,1.685235,661.278,WT
TRIM4,1942,1693,0.273514,58.145,WT
TRIM4,601,352,0.302412,13.366,WT
EZH2,3641,3392,0.230363,98.117,WT
EZH2,2522,2273,0,0,WT
EZH2,2591,2342,0.172076,50.604,WT
EZH2,2477,2228,0,0,WT
EZH2,2639,2390,0.220696,66.232,WT
EZH2,2572,2323,0.133625,38.977,WT
EZH2,2466,2217,0,0,WT
EZH2,414,165,0.26057,5.399,WT
EZH2,1876,1627,0,0,WT
EZH2,1491,1242,0.074846,11.672,WT
ZFPM2,4961,4712,0.106846,63.217,WT
ZFPM2,3960,3711,0.048082,22.405,WT
ZFPM2,594,345,0.319164,13.826,WT
ZFPM2,574,325,0.06218,2.538,WT
ZFPM2,1582,1333,0.025566,4.279,WT
ZFPM2,468,219,0.098653,2.713,WT
ZFPM2,3300,3051,0,0,WT
ZFPM2,3312,3063,0,0,WT
CDKN2A,1218,969,0.424788,51.686,WT
CDKN2A,1283,1034,0.426699,55.401,WT
CDKN2A,666,417,0,0,WT
CDKN2A,678,429,1.813478,97.689,WT
CDKN2A,748,499,1.051669,65.895,WT
CDKN2A,880,631,0,0,WT
CDKN2A,926,677,0.296677,25.22,WT
CDKN2A,794,545,0.020328,1.391,WT
CDKN2A,989,740,0,0,WT
CDKN2A,544,295,0,0,WT
CDKN2A,442,193,0.288846,7,WT
CDKN2A,493,244,0,0,WT
CDKN2A,565,316,0.34574,13.719,WT
CDKN2A,856,607,0.262402,20,WT
ADARB2,8475,8226,0.084435,87.214,WT
ADARB2,1810,1561,0.017616,3.453,WT
ADARB2,768,519,0,0,WT
ADARB2,599,350,0,0,WT
ADARB2,703,454,0,0,WT
ADARB2,683,434,0,0,WT
ADARB2,1741,1492,0.044478,8.333,WT
PTEN,8515,8266,1.555074,1614.063,WT
PTEN,477,228,0.244506,7,WT
PTEN,383,134,1.520285,25.58,WT
PTEN,554,305,2.397365,91.814,WT
PTEN,644,395,2.440289,121.035,WT
MGMT,1265,1016,1.890219,241.146,WT
MGMT,589,340,0,0,WT
MGMT,959,710,0.167107,14.898,WT
MGMT,776,527,0.033924,2.245,WT
ALG5,1219,970,2.829545,344.637,WT
ALG5,1119,870,0,0,WT
ALG5,565,316,0.099923,3.965,WT
ALG5,687,438,0.114115,6.276,WT
ALG5,756,507,0.473149,30.122,WT
RB1,4793,4544,2.71872,1551.232,WT
RB1,1490,1241,0.071337,11.116,WT
RB1,480,231,0,0,WT
RB1,617,368,0.033925,1.568,WT
RB1,658,409,0.832318,42.745,WT
RB1,1097,848,0.9262,98.622,WT
TP53,1018,769,0,0,WT
TP53,1152,903,0.033642,3.815,WT
TP53,2331,2082,0,0,WT
TP53,2404,2155,0,0,WT
TP53,2271,2022,0.070108,17.8,WT
TP53,2579,2330,0.832674,243.615,WT
TP53,2580,2331,0,0,WT
TP53,2653,2404,0.004431,1.337,WT
TP53,2506,2257,0.363986,103.155,WT
TP53,175,7.624,7.736273,7.406,WT
TP53,729,480,0,0,WT
TP53,546,297,0,0,WT
TP53,104,4.593,0,0,WT
TP53,1261,1012,0.135441,17.211,WT
TP53,634,385,0,0,WT
TP53,568,319,1.316685,52.741,WT
TP53,565,316,0,0,WT
ATRX,11167,10918,0.18659,255.802,WT
ATRX,10218,9969,0.952234,1191.981,WT
ATRX,10455,10206,0,0,WT
ATRX,408,159,0,0,WT
ATRX,814,565,0.054023,3.833,WT
ATRX,461,212,0.045987,1.224,WT
ATRX,2967,2718,0.073505,25.087,WT
CDC42,2274,2025,3.359314,1486.682,WT
CDC42,2256,2007,19.446114,8529.481,WT
CDC42,816,567,0.404633,50.14,WT
CDC42,1435,1186,0.08462,21.933,WT
CDC42,597,348,13.128076,998.442,WT
BRINP3,3128,2879,1.315426,827.657,WT
BRINP3,238,16.802,0.666877,2.449,WT
BRINP3,528,279,1.446917,88.225,WT
OSR1,1906,1657,0.018574,6.726,WT
OSR1,4171,3922,0.001486,1.274,WT
OSR1,581,332,0,0,WT
IDH1,2382,2133,11.500748,5361.167,WT
IDH1,2298,2049,0.564816,252.925,WT
IDH1,2441,2192,0.148311,71.049,WT
IDH1,1044,795,0.939337,163.204,WT
IDH1,942,693,0.37318,56.519,WT
IDH1,1614,1365,0.735306,219.353,WT
IDH1,702,453,0.024645,2.44,WT
IDH1,563,314,0.665293,45.655,WT
IDH1,556,307,1.44111,96.689,WT
GLB1,2512,2263,0.517354,255.867,WT
GLB1,2523,2274,1.061391,527.483,WT
GLB1,2018,1769,2.182494,843.768,WT
GLB1,816,567,1.024574,126.961,WT
GLB1,899,650,0.236837,33.644,WT
GLB1,517,268,1.398576,81.915,WT
GLB1,577,328,0.200098,14.344,WT
GLB1,547,298,0,0,WT
GLB1,550,301,1.053896,69.328,WT
GLB1,319,70.21,0,0,WT
GLB1,257,23.433,1.171625,6,WT
GLB1,570,321,0,0,WT
GLB1,591,342,1.778118,132.901,WT
GLB1,631,382,0.094363,7.878,WT
GLB1,569,320,2.770216,193.734,WT
GLB1,626,377,0.786266,64.782,WT
GLB1,557,308,5.385592,362.516,WT
GLB1,540,291,0,0,WT
GLB1,558,309,0.239195,16.153,WT
PIK3CA,245,18.9,0,0,WT
PIK3CA,9259,9010,1.573242,3097.866,WT
PIK3CA,620,371,0.923039,74.84,WT
PIK3CA,746,497,1.990471,216.199,WT
PDGFRA,2202,1953,0.276193,117.884,WT
PDGFRA,2417,2168,0.464274,219.976,WT
PDGFRA,580,331,0,0,WT
PDGFRA,6378,6129,5.267551,7055.711,WT
PDGFRA,2991,2742,0.242325,145.214,WT
PDGFRA,586,337,2.380202,175.302,WT
PDGFRA,771,522,0.549719,62.712,WT
PDGFRA,573,324,0,0,WT
PDGFRA,480,231,0.418002,21.102,WT
PDGFRA,1146,897,0.125849,24.671,WT
DCHS2,13354,13105,0.261233,748.183,WT
DCHS2,5064,4815,0.066517,69.996,WT
DCHS2,857,608,0,0,WT
DCHS2,569,320,0.02316,1.62,WT
DCHS2,2109,1860,0,0,WT
TERT,2422,2173,0.005146,2.444,WT
TERT,4018,3769,0.006879,5.666,WT
TERT,2992,2743,0,0,WT
TERT,3210,2961,0,0,WT
TERT,406,157,0.049222,1.689,WT
IRX1,2080,1831,1.222016,488.998,WT
FOXD1,406,157,0.641181,22,WT
PCDHGA11,4787,4538,2.518836,2498.083,WT
PCDHGA11,2263,2014,1.920726,845.41,WT
TOB2P1,992,743,0.363346,59,WT
MICA,1370,1121,4.996647,1224.128,WT
MICA,1005,756,0.021416,3.538,WT
BRD2,4956,4707,0.458005,471.147,WT
BRD2,735,486,0.16712,17.75,WT
BRD2,887,638,0.485178,67.649,WT
BRD2,718,469,0,0,WT
BRD2,547,298,0,0,WT
BRD2,4807,4558,0.044013,43.843,WT
BRD2,550,301,0,0,WT
BRD2,3404,3155,0.079302,54.68,WT
BRD2,4834,4585,1.502258,1505.311,WT
BRD2,2338,2089,4.88587,2230.605,WT
BRD2,3467,3218,0.059367,41.752,WT
BRD2,3210,2961,0.521251,337.309,WT
BRD2,3210,2961,0.521251,337.309,WT
BRD2,1590,1341,1.125587,329.876,WT
BRD2,565,316,0.915281,63.21,WT
BRD2,667,418,0,0,WT
BRD2,946,697,2.223753,338.736,WT
BRD2,1628,1379,0.85621,258.04,WT
BRD2,759,510,6.619368,737.784,WT
EGFR,9905,9656,3.997631,8436.112,WT
EGFR,3844,3595,0.024725,19.425,WT
EGFR,2239,1990,0,0,WT
EGFR,5464,5215,0,0,WT
EGFR,2864,2615,0.050794,29.029,WT
EGFR,1570,1321,0.165852,47.881,WT
EGFR,452,203,0.606811,26.921,WT
EGFR,561,312,0.379264,25.861,WT
EGFR,691,442,0.645007,62.306,WT
EGFR,665,416,0.302095,27.465,WT
TRIM4,639,390,0.897366,76.485,WT
TRIM4,3383,3134,0.058806,40.278,WT
TRIM4,3374,3125,1.222544,834.943,WT
TRIM4,1942,1693,0.546332,202.142,WT
TRIM4,601,352,0.313961,24.152,WT
EZH2,3641,3392,0.397599,294.743,WT
EZH2,2522,2273,0,0,WT
EZH2,2591,2342,0,0,WT
EZH2,2477,2228,0.37786,183.988,WT
EZH2,2639,2390,0,0,WT
EZH2,2572,2323,0.169828,86.219,WT
EZH2,2466,2217,0,0,WT
EZH2,414,165,0.629213,22.689,WT
EZH2,1876,1627,0,0,WT
EZH2,1491,1242,0.152381,41.361,WT
ZFPM2,4961,4712,0.318653,328.145,WT
ZFPM2,3960,3711,0.07115,57.704,WT
ZFPM2,594,345,0,0,WT
ZFPM2,574,325,0.066753,4.741,WT
ZFPM2,1582,1333,0.113207,32.98,WT
ZFPM2,468,219,0.508962,24.36,WT
ZFPM2,3300,3051,0,0,WT
ZFPM2,3312,3063,0.094218,63.07,WT
CDKN2A,1218,969,2.273586,481.479,WT
CDKN2A,1283,1034,0.209532,47.349,WT
CDKN2A,666,417,0,0,WT
CDKN2A,678,429,9.470966,887.961,WT
CDKN2A,748,499,3.449467,376.179,WT
CDKN2A,880,631,0.168838,23.283,WT
CDKN2A,926,677,0.452166,66.9,WT
CDKN2A,794,545,0.462902,55.135,WT
CDKN2A,989,740,0.131964,21.342,WT
CDKN2A,544,295,0.063911,4.12,WT
CDKN2A,442,193,1.281786,54.065,WT
CDKN2A,493,244,0,0,WT
CDKN2A,565,316,1.10019,75.98,WT
CDKN2A,856,607,2.089639,277.206,WT
